,data 0,data 1,data 2,data 3,data 4,data 5,data 6
479,Canadian Broadcasting Corporation,"Canucks defenceman Travis Hamonic double vaccinated 'soon , ' says head coach",0.0,0.865,0.135,0.1027,Neutral
480,Canadian Broadcasting Corporation,"NHL concludes Bill Peters investigation , Akim Aliu 's lawyer casts doubt",0.2,0.8,0.0,-0.3612,Negative
481,Canadian Broadcasting Corporation,Anunoby 's career night lifts Raptors past Knicks pick 4th-straight win,0.0,0.725,0.275,0.5859,Positive
482,Canadian Broadcasting Corporation,Kane 's hat trick lifts Chicago convincing 1st win season Senators,0.076,0.51,0.414,0.743,Positive
483,Canadian Broadcasting Corporation,Canadian women hang defeat U.S. 1st rugby test match almost 2 years,0.231,0.769,0.0,-0.4588,Negative
484,Canadian Broadcasting Corporation,Bikini rule changed beach handball Norwegian player protest,0.222,0.778,0.0,-0.25,Neutral
485,Canadian Broadcasting Corporation,Horgan defeats Howard earn final spot Canadian Olympic curling trials,0.204,0.796,0.0,-0.3182,Negative
486,Canadian Broadcasting Corporation,Canadiens ' Cedric Paquette suspended 2 games boarding Trevor Zegras,0.307,0.693,0.0,-0.4767,Negative
487,Canadian Broadcasting Corporation,Elks sign recently acquired quarterback Nick Arbuckle 1-year contract,0.0,1.0,0.0,0.0,Neutral
488,Canadian Broadcasting Corporation,Skate Canada event provides Canadian high performance director 'good takeaways ',0.0,0.756,0.244,0.4404,Positive
489,Canadian Broadcasting Corporation,"Patrick Kane cleared COVID-19 protocol , returns Chicago lineup",0.0,0.833,0.167,0.1027,Neutral
490,Canadian Broadcasting Corporation,Canadian men 's short track relay team wins gold Japan,0.0,0.709,0.291,0.5719,Positive
491,Canadian Broadcasting Corporation,Kyle Beach reportedly meet Chicago NHL team officials Tuesday,0.0,1.0,0.0,0.0,Neutral
492,Canadian Broadcasting Corporation,Canadian Fleming helps lead Chelsea women 's FA Cup final,0.0,0.776,0.224,0.3818,Positive
493,Canadian Broadcasting Corporation,"93-year-old London , Ont. , runner breaks Canadian record , shows signs slowing",0.0,1.0,0.0,0.0,Neutral
494,Fox News,& # 8216 ; Maybe send message coach & # 8217 ; — Mike Pereira Bowling Green & # 8217 ; coach ejection,0.0,1.0,0.0,0.0,Neutral
495,Fox News,Kevin Owens challenges Big E Raw Championship Match,0.0,0.543,0.457,0.4939,Positive
496,Fox News,Astros force Game 7 ? FOX BET LIVE,0.0,1.0,0.0,0.0,Neutral
497,Fox News,Mike Pereira Dean Blandino agree helmet-to-helmet call Jets-Bengals bad | Last Call,0.233,0.6,0.167,-0.25,Neutral
498,Fox News,Mike Pereira : horse collar flag Jameis Winston & # 8217 ; injury right call Last Call,0.189,0.811,0.0,-0.4215,Negative
499,Fox News,Dr. Matt Provencher & # 8217 ; prognosis Derrick Henry & # 8217 ; potential season-ending foot injury NFL FOX,0.177,0.823,0.0,-0.4215,Negative
500,Fox News,& # 8216 ; Jameis Winston & # 8217 ; ACL definitely need reconstructed & # 8217 ; — Dr. Matt Provencher NFL FOX,0.0,0.828,0.172,0.4019,Positive
501,Fox News,Von Wagner & Kyle O'Reilly settle debate Legado Del Fantasma ring,0.0,1.0,0.0,0.0,Neutral
502,Fox News,Clay Travis likes Chiefs cover big number vs. Giants FOX BET LIVE,0.0,0.709,0.291,0.4767,Positive
503,Fox News,Marcellus Wiley explains Baker Mayfield & # 8217 ; lack production hurting Browns SPEAK,0.357,0.643,0.0,-0.6124,Negative
504,Canadian Television Network,"Bettman apologizes Beach , defends NHL wake sexual assault allegations",0.286,0.526,0.188,-0.3182,Negative
505,Canadian Television Network,NHLPA votes investigation union handled Kyle Beach 's allegations,0.0,1.0,0.0,0.0,Neutral
506,Canadian Television Network,Canada stuns holders France Billie Jean King Cup finals kick,0.0,0.891,0.109,0.0258,Neutral
507,Canadian Television Network,FIFA wraps second set visits potential World Cup hosts,0.0,1.0,0.0,0.0,Neutral
508,Canadian Television Network,Braves look finish Astros Game 5 World Series,0.0,0.674,0.326,0.4404,Positive
509,Canadian Television Network,Trump participates 'Tomahawk chop ' World Series game,0.0,1.0,0.0,0.0,Neutral
510,Canadian Television Network,Ravens LB Malik Harrison struck stray bullet Cleveland,0.222,0.778,0.0,-0.25,Neutral
511,Canadian Television Network,"NHL concludes Bill Peters investigation , Akim Aliu 's lawyer casts doubt",0.2,0.8,0.0,-0.3612,Negative
512,Canadian Television Network,International Handball Federation allow women wear shorts instead 'sexist ' bikini bottoms,0.0,0.84,0.16,0.2263,Neutral
513,Canadian Television Network,Barcelona star Sergio Aguero admitted hospital 'cardiac exam ' chest pain match,0.241,0.657,0.102,-0.4404,Negative
514,Canadian Television Network,"Jerry Remy , Boston Red Sox player broadcaster , dies",0.0,1.0,0.0,0.0,Neutral
515,Canadian Television Network,Crystal Palace soccer player Zaha critical Instagram racism,0.516,0.484,0.0,-0.7506,Negative
516,Canadian Television Network,"NHL commissioner meets Kyle Beach , offers league 's help",0.0,0.748,0.252,0.4019,Positive
517,Canadian Television Network,NHL says discipline Jets GM Kevin Cheveldayoff Blackhawks sexual assault investigation,0.275,0.725,0.0,-0.5859,Negative
518,Canadian Television Network,'Real consequences : ' Former NHL player Georges Laraque needs happen make change league,0.0,1.0,0.0,0.0,Neutral
519,Canadian Television Network,Blackhawks ' sponsorships could take hit without proper response sex assault allegation,0.275,0.725,0.0,-0.5859,Negative
520,Canadian Television Network,Blackhawks ask Hall Fame cover assistant 's name Cup,0.0,0.734,0.266,0.4404,Positive
521,Canadian Television Network,Minnesota man charged hacking MLB trying extort league,0.205,0.795,0.0,-0.2023,Neutral
522,Global News,"Anunoby career-best 36 , Raptors beat Knicks",0.0,1.0,0.0,0.0,Neutral
523,Global News,"Bettman says Kyle Beach claims left ‘ distressed , ’ stands $ 2M Blackhawks fine",0.206,0.662,0.132,-0.25,Neutral
524,Global News,Knicks play Raptors 3-game win streak,0.0,0.392,0.608,0.7351,Positive
525,Global News,Barnes leads Raptors past Pacers,0.0,1.0,0.0,0.0,Neutral
526,Global News,Meet B.C . artist behind UNBC ’ Indigenous athletics logo — first Canada,0.0,1.0,0.0,0.0,Neutral
527,Global News,Kyle Beach offered NHL ’ help meeting league ’ commissioner,0.0,0.722,0.278,0.4019,Positive
528,Global News,Raptors hang 110-109 win Magic,0.0,0.513,0.487,0.5859,Positive
529,Global News,MLS launches independent probe Whitecaps ’ sexual misconduct allegations,0.0,1.0,0.0,0.0,Neutral
530,Global News,Blackhawks owner asks Hall Fame cover Brad Aldrich ’ name Stanley Cup,0.0,0.775,0.225,0.4404,Positive
531,Global News,"Winnipeg Jets GM Cheveldayoff bears responsibility Blackhawks scandal , NHL says",0.244,0.756,0.0,-0.4404,Negative
532,Canadian Broadcasting Corporation,"Bettman apologizes Kyle Beach , defends NHL wake sexual assault allegations",0.266,0.559,0.175,-0.3182,Negative
533,Canadian Broadcasting Corporation,Olympic stock watch : 's 's road Beijing,0.0,1.0,0.0,0.0,Neutral
534,Canadian Broadcasting Corporation,NHL 's apology n't make lack responsibility Chicago scandal,0.24,0.497,0.262,-0.1872,Neutral
535,Canadian Broadcasting Corporation,"Karina LeBlanc named GM NWSL Thorns , reuniting ex-Canadian keeper Sinclair",0.0,1.0,0.0,0.0,Neutral
536,Canadian Broadcasting Corporation,Canada upsets defending champion France Billie Jean King Cup,0.187,0.522,0.291,0.34,Positive
537,Canadian Broadcasting Corporation,"Canucks defenceman Travis Hamonic double vaccinated 'soon , ' says head coach",0.0,0.865,0.135,0.1027,Neutral
538,Canadian Broadcasting Corporation,"NHL concludes Bill Peters investigation , Akim Aliu 's lawyer casts doubt",0.2,0.8,0.0,-0.3612,Negative
539,Canadian Broadcasting Corporation,Anunoby 's career night lifts Raptors past Knicks pick 4th-straight win,0.0,0.725,0.275,0.5859,Positive
540,Canadian Broadcasting Corporation,Kane 's hat trick lifts Chicago convincing 1st win season Senators,0.076,0.51,0.414,0.743,Positive
541,Canadian Broadcasting Corporation,Canadian women hang defeat U.S. 1st rugby test match almost 2 years,0.231,0.769,0.0,-0.4588,Negative
542,Canadian Broadcasting Corporation,Bikini rule changed beach handball Norwegian player protest,0.222,0.778,0.0,-0.25,Neutral
543,Canadian Broadcasting Corporation,Horgan defeats Howard earn final spot Canadian Olympic curling trials,0.204,0.796,0.0,-0.3182,Negative
544,Canadian Broadcasting Corporation,Canadiens ' Cedric Paquette suspended 2 games boarding Trevor Zegras,0.307,0.693,0.0,-0.4767,Negative
545,Canadian Broadcasting Corporation,Elks sign recently acquired quarterback Nick Arbuckle 1-year contract,0.0,1.0,0.0,0.0,Neutral
546,Canadian Broadcasting Corporation,Skate Canada event provides Canadian high performance director 'good takeaways ',0.0,0.756,0.244,0.4404,Positive
547,Canadian Broadcasting Corporation,"Patrick Kane cleared COVID-19 protocol , returns Chicago lineup",0.0,0.833,0.167,0.1027,Neutral
548,Canadian Broadcasting Corporation,Canadian men 's short track relay team wins gold Japan,0.0,0.709,0.291,0.5719,Positive
549,Canadian Broadcasting Corporation,Kyle Beach reportedly meet Chicago NHL team officials Tuesday,0.0,1.0,0.0,0.0,Neutral
550,Canadian Broadcasting Corporation,Canadian Fleming helps lead Chelsea women 's FA Cup final,0.0,0.776,0.224,0.3818,Positive
551,Canadian Broadcasting Corporation,"93-year-old London , Ont. , runner breaks Canadian record , shows signs slowing",0.0,1.0,0.0,0.0,Neutral
552,Fox News,& # 8216 ; Maybe send message coach & # 8217 ; — Mike Pereira Bowling Green & # 8217 ; coach ejection,0.0,1.0,0.0,0.0,Neutral
553,Fox News,Kevin Owens challenges Big E Raw Championship Match,0.0,0.543,0.457,0.4939,Positive
554,Fox News,Astros force Game 7 ? FOX BET LIVE,0.0,1.0,0.0,0.0,Neutral
555,Fox News,Mike Pereira Dean Blandino agree helmet-to-helmet call Jets-Bengals bad | Last Call,0.233,0.6,0.167,-0.25,Neutral
556,Fox News,Mike Pereira : horse collar flag Jameis Winston & # 8217 ; injury right call Last Call,0.189,0.811,0.0,-0.4215,Negative
557,Fox News,Dr. Matt Provencher & # 8217 ; prognosis Derrick Henry & # 8217 ; potential season-ending foot injury NFL FOX,0.177,0.823,0.0,-0.4215,Negative
558,Fox News,& # 8216 ; Jameis Winston & # 8217 ; ACL definitely need reconstructed & # 8217 ; — Dr. Matt Provencher NFL FOX,0.0,0.828,0.172,0.4019,Positive
559,Fox News,Von Wagner & Kyle O'Reilly settle debate Legado Del Fantasma ring,0.0,1.0,0.0,0.0,Neutral
560,Fox News,Clay Travis likes Chiefs cover big number vs. Giants FOX BET LIVE,0.0,0.709,0.291,0.4767,Positive
561,Fox News,Marcellus Wiley explains Baker Mayfield & # 8217 ; lack production hurting Browns SPEAK,0.357,0.643,0.0,-0.6124,Negative
562,Canadian Television Network,"Bettman apologizes Beach , defends NHL wake sexual assault allegations",0.286,0.526,0.188,-0.3182,Negative
563,Canadian Television Network,NHLPA votes investigation union handled Kyle Beach 's allegations,0.0,1.0,0.0,0.0,Neutral
564,Canadian Television Network,Canada stuns holders France Billie Jean King Cup finals kick,0.0,0.891,0.109,0.0258,Neutral
565,Canadian Television Network,FIFA wraps second set visits potential World Cup hosts,0.0,1.0,0.0,0.0,Neutral
566,Canadian Television Network,Braves look finish Astros Game 5 World Series,0.0,0.674,0.326,0.4404,Positive
567,Canadian Television Network,Trump participates 'Tomahawk chop ' World Series game,0.0,1.0,0.0,0.0,Neutral
568,Canadian Television Network,Ravens LB Malik Harrison struck stray bullet Cleveland,0.222,0.778,0.0,-0.25,Neutral
569,Canadian Television Network,"NHL concludes Bill Peters investigation , Akim Aliu 's lawyer casts doubt",0.2,0.8,0.0,-0.3612,Negative
570,Canadian Television Network,International Handball Federation allow women wear shorts instead 'sexist ' bikini bottoms,0.0,0.84,0.16,0.2263,Neutral
571,Canadian Television Network,Barcelona star Sergio Aguero admitted hospital 'cardiac exam ' chest pain match,0.241,0.657,0.102,-0.4404,Negative
572,Canadian Television Network,"Jerry Remy , Boston Red Sox player broadcaster , dies",0.0,1.0,0.0,0.0,Neutral
573,Canadian Television Network,Crystal Palace soccer player Zaha critical Instagram racism,0.516,0.484,0.0,-0.7506,Negative
574,Canadian Television Network,"NHL commissioner meets Kyle Beach , offers league 's help",0.0,0.748,0.252,0.4019,Positive
575,Canadian Television Network,NHL says discipline Jets GM Kevin Cheveldayoff Blackhawks sexual assault investigation,0.275,0.725,0.0,-0.5859,Negative
576,Canadian Television Network,'Real consequences : ' Former NHL player Georges Laraque needs happen make change league,0.0,1.0,0.0,0.0,Neutral
577,Canadian Television Network,Blackhawks ' sponsorships could take hit without proper response sex assault allegation,0.275,0.725,0.0,-0.5859,Negative
578,Canadian Television Network,Blackhawks ask Hall Fame cover assistant 's name Cup,0.0,0.734,0.266,0.4404,Positive
579,Canadian Television Network,Minnesota man charged hacking MLB trying extort league,0.205,0.795,0.0,-0.2023,Neutral
580,Global News,"Anunoby career-best 36 , Raptors beat Knicks",0.0,1.0,0.0,0.0,Neutral
581,Global News,"Anunoby career-best 36 , Raptors beat Knicks",0.0,1.0,0.0,0.0,Neutral
582,Global News,"Bettman says Kyle Beach claims left ‘ distressed , ’ stands $ 2M Blackhawks fine",0.206,0.662,0.132,-0.25,Neutral
583,Global News,Knicks play Raptors 3-game win streak,0.0,0.392,0.608,0.7351,Positive
584,Global News,Barnes leads Raptors past Pacers,0.0,1.0,0.0,0.0,Neutral
585,Global News,Meet B.C . artist behind UNBC ’ Indigenous athletics logo — first Canada,0.0,1.0,0.0,0.0,Neutral
586,Global News,Kyle Beach offered NHL ’ help meeting league ’ commissioner,0.0,0.722,0.278,0.4019,Positive
587,Global News,Raptors hang 110-109 win Magic,0.0,0.513,0.487,0.5859,Positive
588,Global News,MLS launches independent probe Whitecaps ’ sexual misconduct allegations,0.0,1.0,0.0,0.0,Neutral
589,Global News,Blackhawks owner asks Hall Fame cover Brad Aldrich ’ name Stanley Cup,0.0,0.775,0.225,0.4404,Positive
590,Canadian Broadcasting Corporation,"Bettman apologizes Kyle Beach , defends NHL wake sexual assault allegations",0.266,0.559,0.175,-0.3182,Negative
591,Canadian Broadcasting Corporation,Olympic stock watch : 's 's road Beijing,0.0,1.0,0.0,0.0,Neutral
592,Canadian Broadcasting Corporation,NHL 's apology n't make lack responsibility Chicago scandal,0.24,0.497,0.262,-0.1872,Neutral
593,Canadian Broadcasting Corporation,"Karina LeBlanc named GM NWSL Thorns , reuniting ex-Canadian keeper Sinclair",0.0,1.0,0.0,0.0,Neutral
594,Canadian Broadcasting Corporation,Canada upsets defending champion France Billie Jean King Cup,0.187,0.522,0.291,0.34,Positive
595,Canadian Broadcasting Corporation,"Canucks defenceman Travis Hamonic double vaccinated 'soon , ' says head coach",0.0,0.865,0.135,0.1027,Neutral
596,Canadian Broadcasting Corporation,"NHL concludes Bill Peters investigation , Akim Aliu 's lawyer casts doubt",0.2,0.8,0.0,-0.3612,Negative
597,Canadian Broadcasting Corporation,Anunoby 's career night lifts Raptors past Knicks pick 4th-straight win,0.0,0.725,0.275,0.5859,Positive
598,Canadian Broadcasting Corporation,Kane 's hat trick lifts Chicago convincing 1st win season Senators,0.076,0.51,0.414,0.743,Positive
599,Canadian Broadcasting Corporation,Canadian women hang defeat U.S. 1st rugby test match almost 2 years,0.231,0.769,0.0,-0.4588,Negative
600,Canadian Broadcasting Corporation,Bikini rule changed beach handball Norwegian player protest,0.222,0.778,0.0,-0.25,Neutral
601,Canadian Broadcasting Corporation,Horgan defeats Howard earn final spot Canadian Olympic curling trials,0.204,0.796,0.0,-0.3182,Negative
602,Canadian Broadcasting Corporation,Canadiens ' Cedric Paquette suspended 2 games boarding Trevor Zegras,0.307,0.693,0.0,-0.4767,Negative
603,Canadian Broadcasting Corporation,Elks sign recently acquired quarterback Nick Arbuckle 1-year contract,0.0,1.0,0.0,0.0,Neutral
604,Canadian Broadcasting Corporation,Skate Canada event provides Canadian high performance director 'good takeaways ',0.0,0.756,0.244,0.4404,Positive
605,Canadian Broadcasting Corporation,"Patrick Kane cleared COVID-19 protocol , returns Chicago lineup",0.0,0.833,0.167,0.1027,Neutral
606,Canadian Broadcasting Corporation,Canadian men 's short track relay team wins gold Japan,0.0,0.709,0.291,0.5719,Positive
607,Canadian Broadcasting Corporation,Kyle Beach reportedly meet Chicago NHL team officials Tuesday,0.0,1.0,0.0,0.0,Neutral
608,Canadian Broadcasting Corporation,Canadian Fleming helps lead Chelsea women 's FA Cup final,0.0,0.776,0.224,0.3818,Positive
609,Canadian Broadcasting Corporation,"93-year-old London , Ont. , runner breaks Canadian record , shows signs slowing",0.0,1.0,0.0,0.0,Neutral
610,Fox News,& # 8216 ; Maybe send message coach & # 8217 ; — Mike Pereira Bowling Green & # 8217 ; coach ejection,0.0,1.0,0.0,0.0,Neutral
611,Fox News,Becky Lynch Bianca Belair clash Raw Title Match,0.0,1.0,0.0,0.0,Neutral
612,Fox News,Kevin Owens challenges Big E Raw Championship Match,0.0,0.543,0.457,0.4939,Positive
613,Fox News,Astros force Game 7 ? FOX BET LIVE,0.0,1.0,0.0,0.0,Neutral
614,Fox News,Mike Pereira Dean Blandino agree helmet-to-helmet call Jets-Bengals bad | Last Call,0.233,0.6,0.167,-0.25,Neutral
615,Fox News,Mike Pereira : horse collar flag Jameis Winston & # 8217 ; injury right call Last Call,0.189,0.811,0.0,-0.4215,Negative
616,Fox News,Dr. Matt Provencher & # 8217 ; prognosis Derrick Henry & # 8217 ; potential season-ending foot injury NFL FOX,0.177,0.823,0.0,-0.4215,Negative
617,Fox News,& # 8216 ; Jameis Winston & # 8217 ; ACL definitely need reconstructed & # 8217 ; — Dr. Matt Provencher NFL FOX,0.0,0.828,0.172,0.4019,Positive
618,Fox News,Von Wagner & Kyle O'Reilly settle debate Legado Del Fantasma ring,0.0,1.0,0.0,0.0,Neutral
619,Fox News,Clay Travis likes Chiefs cover big number vs. Giants FOX BET LIVE,0.0,0.709,0.291,0.4767,Positive
620,Canadian Television Network,"Bettman apologizes Beach , defends NHL wake sexual assault allegations",0.286,0.526,0.188,-0.3182,Negative
621,Canadian Television Network,NHLPA votes investigation union handled Kyle Beach 's allegations,0.0,1.0,0.0,0.0,Neutral
622,Canadian Television Network,Canada stuns holders France Billie Jean King Cup finals kick,0.0,0.891,0.109,0.0258,Neutral
623,Canadian Television Network,FIFA wraps second set visits potential World Cup hosts,0.0,1.0,0.0,0.0,Neutral
624,Canadian Television Network,Braves look finish Astros Game 5 World Series,0.0,0.674,0.326,0.4404,Positive
625,Canadian Television Network,Trump participates 'Tomahawk chop ' World Series game,0.0,1.0,0.0,0.0,Neutral
626,Canadian Television Network,Ravens LB Malik Harrison struck stray bullet Cleveland,0.222,0.778,0.0,-0.25,Neutral
627,Canadian Television Network,"NHL concludes Bill Peters investigation , Akim Aliu 's lawyer casts doubt",0.2,0.8,0.0,-0.3612,Negative
628,Canadian Television Network,International Handball Federation allow women wear shorts instead 'sexist ' bikini bottoms,0.0,0.84,0.16,0.2263,Neutral
629,Canadian Television Network,Barcelona star Sergio Aguero admitted hospital 'cardiac exam ' chest pain match,0.241,0.657,0.102,-0.4404,Negative
630,Canadian Television Network,"Jerry Remy , Boston Red Sox player broadcaster , dies",0.0,1.0,0.0,0.0,Neutral
631,Canadian Television Network,Crystal Palace soccer player Zaha critical Instagram racism,0.516,0.484,0.0,-0.7506,Negative
632,Canadian Television Network,"NHL commissioner meets Kyle Beach , offers league 's help",0.0,0.748,0.252,0.4019,Positive
633,Canadian Television Network,NHL says discipline Jets GM Kevin Cheveldayoff Blackhawks sexual assault investigation,0.275,0.725,0.0,-0.5859,Negative
634,Canadian Television Network,'Real consequences : ' Former NHL player Georges Laraque needs happen make change league,0.0,1.0,0.0,0.0,Neutral
635,Canadian Television Network,Blackhawks ' sponsorships could take hit without proper response sex assault allegation,0.275,0.725,0.0,-0.5859,Negative
636,Canadian Television Network,Blackhawks ask Hall Fame cover assistant 's name Cup,0.0,0.734,0.266,0.4404,Positive
637,Canadian Television Network,Minnesota man charged hacking MLB trying extort league,0.205,0.795,0.0,-0.2023,Neutral
